date,product_id,store_id,category,units_sold,price,cost,discount_pct,is_promotion,is_holiday,inventory_level,competitor_price,weather_temp,day_of_week,week_of_year,month
2022-09-11,P101,S1,Electronics,55,86.87,62.37,15,1,0,104,94.34,29.9,6,36,9
2022-09-11,P101,S2,Electronics,45,21.76,14.66,20,1,0,428,22.27,12.0,6,36,9
2022-09-11,P101,S3,Electronics,113,36.61,27.56,0,0,0,421,33.81,27.0,6,36,9
2022-09-11,P102,S1,Electronics,66,77.57,60.31,10,1,0,224,79.36,34.7,6,36,9
2022-09-11,P102,S2,Electronics,126,86.92,60.59,10,1,0,252,86.78,36.9,6,36,9
2022-09-11,P102,S3,Electronics,147,92.86,72.26,10,1,0,347,85.77,28.6,6,36,9
2022-09-11,P103,S1,Grocery,108,20.83,13.86,15,1,0,63,20.44,12.3,6,36,9
2022-09-11,P103,S2,Grocery,144,58.66,43.59,5,1,1,473,53.55,21.0,6,36,9
2022-09-11,P103,S3,Grocery,130,94.94,70.92,0,0,1,269,86.53,33.4,6,36,9
2022-09-11,P104,S1,Fashion,99,38.07,23.61,0,0,0,284,38.42,19.6,6,36,9
2022-09-11,P104,S2,Fashion,59,57.86,43.87,0,0,0,141,63.62,27.8,6,36,9
2022-09-11,P104,S3,Fashion,33,86.35,59.97,0,0,0,409,89.4,10.5,6,36,9
2022-09-11,P105,S1,Fashion,119,99.3,78.16,20,1,0,55,94.02,23.3,6,36,9
2022-09-11,P105,S2,Fashion,118,50.17,33.45,20,1,0,69,45.36,38.7,6,36,9
2022-09-11,P105,S3,Fashion,105,80.2,48.66,5,1,0,359,73.24,11.9,6,36,9
2022-09-12,P101,S1,Electronics,98,66.49,48.88,10,1,1,214,66.47,29.2,0,37,9
2022-09-12,P101,S2,Electronics,121,91.24,60.99,20,1,0,483,82.88,25.0,0,37,9
2022-09-12,P101,S3,Electronics,133,81.71,58.43,10,1,0,270,89.27,10.6,0,37,9
2022-09-12,P102,S1,Electronics,95,26.39,20.7,20,1,0,88,28.39,19.9,0,37,9
2022-09-12,P102,S2,Electronics,78,40.22,31.47,5,1,0,281,39.89,39.8,0,37,9
2022-09-12,P102,S3,Electronics,70,55.5,41.6,10,1,0,51,50.35,30.1,0,37,9
2022-09-12,P103,S1,Grocery,47,28.29,19.48,5,1,0,95,28.4,22.3,0,37,9
2022-09-12,P103,S2,Grocery,69,79.47,59.78,0,0,0,100,85.99,23.9,0,37,9
2022-09-12,P103,S3,Grocery,47,20.96,15.99,15,1,0,63,21.38,26.6,0,37,9
2022-09-12,P104,S1,Fashion,140,58.5,43.93,15,1,0,396,61.87,14.6,0,37,9
2022-09-12,P104,S2,Fashion,37,63.73,50.85,15,1,0,136,59.73,28.1,0,37,9
2022-09-12,P104,S3,Fashion,40,58.61,45.87,10,1,0,329,62.63,37.9,0,37,9
2022-09-12,P105,S1,Fashion,113,54.01,33.74,20,1,0,340,59.2,29.8,0,37,9
2022-09-12,P105,S2,Fashion,106,61.59,48.92,5,1,0,90,66.91,26.2,0,37,9
2022-09-12,P105,S3,Fashion,45,68.32,45.46,5,1,0,398,71.05,29.1,0,37,9
2022-09-13,P101,S1,Electronics,95,64.06,49.95,0,0,0,439,58.7,18.8,1,37,9
2022-09-13,P101,S2,Electronics,135,73.83,53.28,5,1,0,344,79.01,12.3,1,37,9
2022-09-13,P101,S3,Electronics,79,65.84,44.74,5,1,0,251,64.04,15.0,1,37,9
2022-09-13,P102,S1,Electronics,124,29.91,23.62,10,1,0,482,31.9,17.5,1,37,9
2022-09-13,P102,S2,Electronics,194,34.11,22.18,10,1,1,250,34.62,10.8,1,37,9
2022-09-13,P102,S3,Electronics,63,26.3,20.74,15,1,0,431,28.82,32.6,1,37,9
2022-09-13,P103,S1,Grocery,142,31.83,23.5,5,1,1,481,33.52,34.1,1,37,9
2022-09-13,P103,S2,Grocery,122,51.06,32.26,10,1,0,209,48.74,38.2,1,37,9
2022-09-13,P103,S3,Grocery,37,84.52,52.17,20,1,0,397,91.95,39.3,1,37,9
2022-09-13,P104,S1,Fashion,52,30.17,22.77,20,1,0,398,31.22,33.6,1,37,9
2022-09-13,P104,S2,Fashion,150,39.74,26.97,5,1,0,172,40.32,16.7,1,37,9
2022-09-13,P104,S3,Fashion,97,85.64,55.58,0,0,0,325,77.48,26.5,1,37,9
2022-09-13,P105,S1,Fashion,111,63.61,50.72,10,1,1,260,60.6,28.0,1,37,9
2022-09-13,P105,S2,Fashion,94,63.5,38.17,15,1,0,220,60.22,30.5,1,37,9
2022-09-13,P105,S3,Fashion,33,28.77,17.49,0,0,0,157,29.17,25.2,1,37,9
2022-09-14,P101,S1,Electronics,106,21.65,14.4,10,1,0,144,19.5,33.3,2,37,9
2022-09-14,P101,S2,Electronics,113,95.04,64.42,0,0,0,340,85.82,30.5,2,37,9
2022-09-14,P101,S3,Electronics,82,45.85,31.74,20,1,0,263,47.23,30.8,2,37,9
2022-09-14,P102,S1,Electronics,125,80.84,51.47,20,1,0,180,76.63,15.2,2,37,9
2022-09-14,P102,S2,Electronics,175,96.37,73.04,15,1,1,80,88.25,32.0,2,37,9
2022-09-14,P102,S3,Electronics,92,25.46,19.27,0,0,0,406,23.73,24.9,2,37,9
2022-09-14,P103,S1,Grocery,74,94.69,63.29,5,1,0,300,98.69,28.1,2,37,9
2022-09-14,P103,S2,Grocery,64,27.3,21.61,10,1,1,488,29.13,26.5,2,37,9
2022-09-14,P103,S3,Grocery,144,38.2,24.56,5,1,0,299,36.78,39.7,2,37,9
2022-09-14,P104,S1,Fashion,69,95.81,67.22,10,1,1,432,104.58,13.2,2,37,9
2022-09-14,P104,S2,Fashion,71,44.9,28.62,5,1,0,461,44.77,13.9,2,37,9
2022-09-14,P104,S3,Fashion,76,31.25,23.38,10,1,0,434,31.92,37.9,2,37,9
2022-09-14,P105,S1,Fashion,54,20.01,15.56,15,1,0,283,19.89,25.7,2,37,9
2022-09-14,P105,S2,Fashion,42,23.4,15.25,10,1,0,97,21.37,10.4,2,37,9
2022-09-14,P105,S3,Fashion,72,80.07,63.34,5,1,0,496,80.77,16.5,2,37,9
2022-09-15,P101,S1,Electronics,137,66.78,43.75,20,1,0,473,64.68,14.4,3,37,9
2022-09-15,P101,S2,Electronics,84,86.54,56.85,5,1,0,139,92.89,28.1,3,37,9
2022-09-15,P101,S3,Electronics,42,99.9,76.04,10,1,0,244,98.22,11.1,3,37,9
2022-09-15,P102,S1,Electronics,98,52.7,40.54,15,1,0,393,56.98,37.3,3,37,9
2022-09-15,P102,S2,Electronics,156,29.65,18.98,5,1,0,487,29.94,28.6,3,37,9
2022-09-15,P102,S3,Electronics,97,64.13,39.24,15,1,0,215,59.97,32.1,3,37,9
2022-09-15,P103,S1,Grocery,80,62.11,46.83,0,0,0,498,68.29,23.8,3,37,9
2022-09-15,P103,S2,Grocery,91,69.29,46.72,20,1,0,402,67.01,24.6,3,37,9
2022-09-15,P103,S3,Grocery,62,74.43,45.39,20,1,0,236,72.22,23.0,3,37,9
2022-09-15,P104,S1,Fashion,119,82.56,51.0,10,1,0,51,74.89,25.0,3,37,9
2022-09-15,P104,S2,Fashion,35,53.49,40.79,20,1,0,130,54.84,27.4,3,37,9
2022-09-15,P104,S3,Fashion,45,89.98,66.67,0,0,0,128,82.96,34.4,3,37,9
2022-09-15,P105,S1,Fashion,123,63.08,46.61,5,1,0,405,59.12,38.9,3,37,9
2022-09-15,P105,S2,Fashion,40,78.26,52.62,15,1,0,93,81.27,31.9,3,37,9
2022-09-15,P105,S3,Fashion,114,25.32,18.85,20,1,0,50,25.53,30.2,3,37,9
2022-09-16,P101,S1,Electronics,60,35.65,28.32,15,1,0,204,36.41,13.5,4,37,9
2022-09-16,P101,S2,Electronics,141,60.84,47.85,15,1,0,489,61.73,34.4,4,37,9
2022-09-16,P101,S3,Electronics,127,45.81,32.05,20,1,0,382,44.27,25.1,4,37,9
2022-09-16,P102,S1,Electronics,97,46.64,33.83,0,0,0,238,43.88,35.7,4,37,9
2022-09-16,P102,S2,Electronics,32,98.85,69.82,10,1,0,460,94.88,18.3,4,37,9
2022-09-16,P102,S3,Electronics,95,71.29,52.61,15,1,0,269,70.2,22.8,4,37,9
2022-09-16,P103,S1,Grocery,133,43.99,28.79,5,1,0,66,42.62,37.7,4,37,9
2022-09-16,P103,S2,Grocery,133,33.9,20.77,5,1,0,389,31.79,20.5,4,37,9
2022-09-16,P103,S3,Grocery,141,42.68,31.28,10,1,0,262,42.45,23.4,4,37,9
2022-09-16,P104,S1,Fashion,80,31.78,23.88,15,1,0,249,31.1,30.4,4,37,9
2022-09-16,P104,S2,Fashion,99,52.09,32.91,15,1,0,57,52.52,39.2,4,37,9
2022-09-16,P104,S3,Fashion,152,48.39,30.99,5,1,0,348,45.3,33.0,4,37,9
2022-09-16,P105,S1,Fashion,118,71.01,53.07,10,1,0,264,71.14,20.3,4,37,9
2022-09-16,P105,S2,Fashion,151,34.97,27.83,20,1,0,90,32.01,20.3,4,37,9
2022-09-16,P105,S3,Fashion,38,92.37,66.05,5,1,0,295,91.52,27.0,4,37,9
2022-09-17,P101,S1,Electronics,44,74.4,56.11,0,0,0,455,78.36,19.3,5,37,9
2022-09-17,P101,S2,Electronics,52,91.71,56.77,15,1,0,102,89.08,30.7,5,37,9
2022-09-17,P101,S3,Electronics,54,75.0,45.58,15,1,0,372,73.86,38.8,5,37,9
2022-09-17,P102,S1,Electronics,28,75.74,51.69,0,0,0,251,79.89,24.9,5,37,9
2022-09-17,P102,S2,Electronics,37,79.02,47.81,5,1,1,424,84.84,35.1,5,37,9
2022-09-17,P102,S3,Electronics,139,58.6,38.34,5,1,0,115,53.34,10.5,5,37,9
2022-09-17,P103,S1,Grocery,110,90.34,69.18,5,1,0,128,96.34,29.9,5,37,9
2022-09-17,P103,S2,Grocery,116,74.21,57.71,15,1,0,365,80.32,30.9,5,37,9
2022-09-17,P103,S3,Grocery,160,34.51,24.07,10,1,0,75,36.66,38.1,5,37,9
2022-09-17,P104,S1,Fashion,118,55.65,37.2,20,1,0,127,56.85,14.4,5,37,9
2022-09-17,P104,S2,Fashion,144,49.69,30.85,15,1,0,156,51.61,32.1,5,37,9
2022-09-17,P104,S3,Fashion,96,89.7,65.56,15,1,0,426,91.04,35.3,5,37,9
2022-09-17,P105,S1,Fashion,48,55.92,41.87,20,1,0,428,57.9,31.8,5,37,9
2022-09-17,P105,S2,Fashion,86,51.18,36.36,0,0,0,396,49.61,32.9,5,37,9
2022-09-17,P105,S3,Fashion,215,74.76,46.97,10,1,1,207,81.29,22.8,5,37,9
2022-09-18,P101,S1,Electronics,78,53.97,35.45,20,1,0,191,51.82,20.1,6,37,9
2022-09-18,P101,S2,Electronics,142,91.65,70.01,20,1,0,67,98.96,16.9,6,37,9
2022-09-18,P101,S3,Electronics,100,33.73,20.99,20,1,0,54,31.49,30.2,6,37,9
2022-09-18,P102,S1,Electronics,93,96.27,62.47,20,1,0,387,88.03,14.1,6,37,9
2022-09-18,P102,S2,Electronics,109,90.81,59.58,15,1,1,272,85.57,25.2,6,37,9
2022-09-18,P102,S3,Electronics,113,63.85,42.33,0,0,0,392,68.17,40.0,6,37,9
2022-09-18,P103,S1,Grocery,99,74.25,56.46,15,1,0,237,70.23,28.7,6,37,9
2022-09-18,P103,S2,Grocery,160,62.07,46.83,5,1,0,82,62.6,35.9,6,37,9
2022-09-18,P103,S3,Grocery,83,92.33,55.77,10,1,0,249,94.68,26.2,6,37,9
2022-09-18,P104,S1,Fashion,56,90.58,65.5,15,1,0,125,82.42,17.3,6,37,9
2022-09-18,P104,S2,Fashion,85,59.44,45.62,15,1,0,410,56.34,38.4,6,37,9
2022-09-18,P104,S3,Fashion,55,79.63,48.99,15,1,0,315,74.02,22.6,6,37,9
2022-09-18,P105,S1,Fashion,114,59.3,43.08,5,1,0,142,58.32,22.4,6,37,9
2022-09-18,P105,S2,Fashion,148,31.97,24.21,15,1,0,146,30.39,18.0,6,37,9
2022-09-18,P105,S3,Fashion,41,24.29,14.98,5,1,0,301,25.11,34.4,6,37,9
2022-09-19,P101,S1,Electronics,35,33.25,20.12,0,0,0,203,34.97,33.9,0,38,9
2022-09-19,P101,S2,Electronics,76,79.3,51.21,5,1,0,223,86.67,17.9,0,38,9
2022-09-19,P101,S3,Electronics,59,98.64,72.34,5,1,0,234,98.94,35.5,0,38,9
2022-09-19,P102,S1,Electronics,140,66.46,45.06,10,1,0,106,71.75,27.6,0,38,9
2022-09-19,P102,S2,Electronics,81,82.81,51.83,0,0,0,426,90.9,28.1,0,38,9
2022-09-19,P102,S3,Electronics,87,85.65,56.52,5,1,0,53,89.03,34.1,0,38,9
2022-09-19,P103,S1,Grocery,79,50.8,40.2,0,0,0,65,55.43,24.9,0,38,9
2022-09-19,P103,S2,Grocery,109,78.18,53.9,10,1,0,241,76.52,21.2,0,38,9
2022-09-19,P103,S3,Grocery,130,25.79,19.6,20,1,0,92,23.32,30.6,0,38,9
2022-09-19,P104,S1,Fashion,149,52.94,37.8,10,1,0,274,47.77,30.2,0,38,9
2022-09-19,P104,S2,Fashion,61,59.47,36.28,0,0,0,378,56.08,10.3,0,38,9
2022-09-19,P104,S3,Fashion,78,72.37,53.35,10,1,0,52,67.96,25.6,0,38,9
2022-09-19,P105,S1,Fashion,96,59.96,46.65,0,0,0,273,55.08,38.3,0,38,9
2022-09-19,P105,S2,Fashion,24,21.19,16.62,5,1,0,306,22.1,21.9,0,38,9
2022-09-19,P105,S3,Fashion,80,60.75,40.09,0,0,0,153,55.11,22.7,0,38,9
2022-09-20,P101,S1,Electronics,59,66.04,48.16,20,1,0,373,61.86,20.0,1,38,9
2022-09-20,P101,S2,Electronics,90,44.33,26.83,0,0,0,150,46.33,27.8,1,38,9
2022-09-20,P101,S3,Electronics,65,40.21,32.16,20,1,0,78,41.21,25.3,1,38,9
2022-09-20,P102,S1,Electronics,43,98.8,78.3,10,1,0,286,103.79,33.3,1,38,9
2022-09-20,P102,S2,Electronics,101,48.96,29.83,0,0,0,300,53.66,11.6,1,38,9
2022-09-20,P102,S3,Electronics,122,65.39,46.23,10,1,0,305,64.66,20.7,1,38,9
2022-09-20,P103,S1,Grocery,48,57.13,40.9,15,1,0,220,62.19,35.8,1,38,9
2022-09-20,P103,S2,Grocery,105,66.37,43.97,15,1,0,227,66.94,28.1,1,38,9
2022-09-20,P103,S3,Grocery,92,22.64,16.13,5,1,0,285,22.74,22.2,1,38,9
2022-09-20,P104,S1,Fashion,126,98.44,61.32,10,1,0,257,98.07,37.6,1,38,9
2022-09-20,P104,S2,Fashion,76,92.0,57.99,20,1,0,237,89.9,25.9,1,38,9
2022-09-20,P104,S3,Fashion,145,20.83,12.64,10,1,0,406,22.65,31.9,1,38,9
2022-09-20,P105,S1,Fashion,207,98.25,70.44,15,1,1,399,90.24,36.0,1,38,9
2022-09-20,P105,S2,Fashion,170,30.9,24.56,15,1,1,269,32.68,30.9,1,38,9
2022-09-20,P105,S3,Fashion,47,69.57,47.54,20,1,0,337,62.75,27.6,1,38,9
2022-09-21,P101,S1,Electronics,44,91.27,63.93,20,1,0,330,99.75,35.9,2,38,9
2022-09-21,P101,S2,Electronics,116,78.73,60.45,15,1,0,176,72.32,19.3,2,38,9
2022-09-21,P101,S3,Electronics,49,76.24,54.34,10,1,0,312,79.52,14.4,2,38,9
2022-09-21,P102,S1,Electronics,79,21.63,14.88,0,0,0,56,20.36,23.6,2,38,9
2022-09-21,P102,S2,Electronics,30,95.4,68.55,10,1,0,162,92.99,15.0,2,38,9
2022-09-21,P102,S3,Electronics,98,83.41,61.69,5,1,0,317,78.02,34.0,2,38,9
2022-09-21,P103,S1,Grocery,61,79.52,54.01,0,0,0,407,84.56,10.4,2,38,9
2022-09-21,P103,S2,Grocery,97,21.06,13.45,15,1,0,475,21.68,30.1,2,38,9
2022-09-21,P103,S3,Grocery,124,96.55,67.88,20,1,0,216,101.34,29.7,2,38,9
2022-09-21,P104,S1,Fashion,92,54.09,34.38,15,1,0,455,54.21,38.6,2,38,9
2022-09-21,P104,S2,Fashion,132,37.93,23.15,15,1,0,439,37.22,19.3,2,38,9
2022-09-21,P104,S3,Fashion,43,97.63,74.34,15,1,0,435,95.23,10.2,2,38,9
2022-09-21,P105,S1,Fashion,117,23.35,16.21,5,1,0,354,22.18,36.0,2,38,9
2022-09-21,P105,S2,Fashion,61,28.09,19.54,5,1,0,199,27.57,26.4,2,38,9
2022-09-21,P105,S3,Fashion,107,36.19,22.45,10,1,0,190,32.82,23.8,2,38,9
2022-09-22,P101,S1,Electronics,60,46.75,35.51,0,0,0,458,50.53,27.9,3,38,9
2022-09-22,P101,S2,Electronics,99,44.38,27.46,15,1,0,108,47.23,14.0,3,38,9
2022-09-22,P101,S3,Electronics,126,81.76,54.92,5,1,0,382,77.76,35.7,3,38,9
2022-09-22,P102,S1,Electronics,86,49.83,39.38,10,1,1,61,53.02,39.9,3,38,9
2022-09-22,P102,S2,Electronics,96,35.23,24.54,0,0,0,398,36.89,13.1,3,38,9
2022-09-22,P102,S3,Electronics,103,97.57,64.23,5,1,0,487,103.7,10.3,3,38,9
2022-09-22,P103,S1,Grocery,32,87.39,59.97,0,0,0,373,88.77,25.4,3,38,9
2022-09-22,P103,S2,Grocery,58,78.96,49.81,15,1,0,439,82.25,32.0,3,38,9
2022-09-22,P103,S3,Grocery,50,82.99,61.25,5,1,0,394,76.27,15.6,3,38,9
2022-09-22,P104,S1,Fashion,95,99.93,77.76,0,0,0,298,103.92,17.2,3,38,9
2022-09-22,P104,S2,Fashion,133,24.0,19.15,15,1,0,189,24.16,18.8,3,38,9
2022-09-22,P104,S3,Fashion,31,88.67,68.68,20,1,0,339,95.48,24.6,3,38,9
2022-09-22,P105,S1,Fashion,135,44.39,27.55,10,1,0,350,42.77,27.3,3,38,9
2022-09-22,P105,S2,Fashion,54,66.57,52.36,0,0,1,298,68.25,39.1,3,38,9
2022-09-22,P105,S3,Fashion,99,41.04,29.08,5,1,0,122,43.43,19.0,3,38,9
2022-09-23,P101,S1,Electronics,88,40.06,24.58,0,0,1,498,41.28,29.7,4,38,9
2022-09-23,P101,S2,Electronics,68,58.56,45.46,15,1,0,234,57.34,30.0,4,38,9
2022-09-23,P101,S3,Electronics,69,26.18,20.18,15,1,0,418,26.15,13.9,4,38,9
2022-09-23,P102,S1,Electronics,91,97.55,62.76,0,0,0,470,89.58,22.4,4,38,9
2022-09-23,P102,S2,Electronics,67,42.61,29.6,0,0,0,62,41.12,18.5,4,38,9
2022-09-23,P102,S3,Electronics,36,38.41,24.08,15,1,0,402,35.16,16.9,4,38,9
2022-09-23,P103,S1,Grocery,53,92.9,69.87,0,0,0,342,84.13,25.8,4,38,9
2022-09-23,P103,S2,Grocery,77,26.03,17.99,15,1,0,378,24.87,16.7,4,38,9
2022-09-23,P103,S3,Grocery,63,66.2,45.49,0,0,0,168,67.07,29.3,4,38,9
2022-09-23,P104,S1,Fashion,85,78.14,48.86,15,1,0,415,74.44,29.2,4,38,9
2022-09-23,P104,S2,Fashion,59,73.08,45.12,5,1,0,365,68.85,34.5,4,38,9
2022-09-23,P104,S3,Fashion,70,34.47,21.67,5,1,0,226,37.62,11.4,4,38,9
2022-09-23,P105,S1,Fashion,43,75.1,46.25,15,1,0,309,75.47,23.4,4,38,9
2022-09-23,P105,S2,Fashion,26,78.53,50.5,20,1,0,375,83.97,35.8,4,38,9
2022-09-23,P105,S3,Fashion,98,23.44,15.95,15,1,0,490,21.91,28.6,4,38,9
2022-09-24,P101,S1,Electronics,54,66.66,47.44,15,1,0,421,71.63,39.0,5,38,9
2022-09-24,P101,S2,Electronics,107,89.02,65.08,0,0,0,198,93.92,17.0,5,38,9
2022-09-24,P101,S3,Electronics,46,58.3,43.57,15,1,0,113,62.49,13.0,5,38,9
2022-09-24,P102,S1,Electronics,155,72.15,45.5,15,1,0,216,73.62,35.7,5,38,9
2022-09-24,P102,S2,Electronics,54,75.09,52.34,20,1,0,316,82.44,34.6,5,38,9
2022-09-24,P102,S3,Electronics,76,49.9,33.06,15,1,0,170,54.36,26.1,5,38,9
2022-09-24,P103,S1,Grocery,76,69.05,46.3,5,1,0,497,71.89,27.5,5,38,9
2022-09-24,P103,S2,Grocery,96,65.06,48.22,0,0,0,378,59.29,17.4,5,38,9
2022-09-24,P103,S3,Grocery,139,96.86,71.6,15,1,0,412,106.52,10.0,5,38,9
2022-09-24,P104,S1,Fashion,95,82.59,50.42,5,1,0,112,78.5,35.2,5,38,9
2022-09-24,P104,S2,Fashion,114,97.6,70.79,0,0,0,95,93.6,18.0,5,38,9
2022-09-24,P104,S3,Fashion,145,62.89,47.43,15,1,0,135,66.07,13.0,5,38,9
2022-09-24,P105,S1,Fashion,25,51.1,38.11,0,0,0,53,50.22,29.4,5,38,9
2022-09-24,P105,S2,Fashion,145,82.09,62.6,10,1,0,369,74.3,15.9,5,38,9
2022-09-24,P105,S3,Fashion,81,87.12,58.22,15,1,0,324,84.5,29.9,5,38,9
2022-09-25,P101,S1,Electronics,21,45.88,27.62,0,0,0,242,48.76,33.9,6,38,9
2022-09-25,P101,S2,Electronics,66,65.29,50.22,0,0,0,63,63.72,22.4,6,38,9
2022-09-25,P101,S3,Electronics,94,87.77,63.47,0,0,0,395,93.24,29.3,6,38,9
2022-09-25,P102,S1,Electronics,55,70.95,50.11,0,0,0,419,70.75,14.8,6,38,9
2022-09-25,P102,S2,Electronics,54,53.95,35.62,0,0,0,442,51.76,35.9,6,38,9
2022-09-25,P102,S3,Electronics,95,43.36,26.47,15,1,0,472,40.54,37.6,6,38,9
2022-09-25,P103,S1,Grocery,112,56.67,37.95,15,1,0,224,58.66,35.7,6,38,9
2022-09-25,P103,S2,Grocery,99,37.45,23.24,5,1,0,489,34.27,22.8,6,38,9
2022-09-25,P103,S3,Grocery,76,92.02,57.2,15,1,0,88,100.61,20.2,6,38,9
2022-09-25,P104,S1,Fashion,122,42.33,31.74,15,1,1,298,46.5,10.6,6,38,9
2022-09-25,P104,S2,Fashion,72,76.03,47.4,20,1,0,314,73.57,10.8,6,38,9
2022-09-25,P104,S3,Fashion,100,91.86,64.13,5,1,0,359,87.59,12.9,6,38,9
2022-09-25,P105,S1,Fashion,24,59.99,39.03,0,0,0,61,54.53,28.5,6,38,9
2022-09-25,P105,S2,Fashion,27,26.83,19.63,10,1,0,307,24.82,30.5,6,38,9
2022-09-25,P105,S3,Fashion,29,37.44,25.38,0,0,0,229,35.65,26.8,6,38,9
2022-09-26,P101,S1,Electronics,138,49.08,30.38,15,1,0,87,48.17,21.7,0,39,9
2022-09-26,P101,S2,Electronics,55,50.4,34.07,15,1,1,347,52.08,39.4,0,39,9
2022-09-26,P101,S3,Electronics,91,87.7,68.46,15,1,1,290,80.51,17.8,0,39,9
2022-09-26,P102,S1,Electronics,57,54.03,35.75,20,1,0,79,49.57,39.9,0,39,9
2022-09-26,P102,S2,Electronics,84,87.02,64.36,15,1,0,491,88.86,25.1,0,39,9
2022-09-26,P102,S3,Electronics,131,71.58,46.25,5,1,0,65,65.18,28.8,0,39,9
2022-09-26,P103,S1,Grocery,110,43.84,29.98,0,0,1,438,43.34,17.6,0,39,9
2022-09-26,P103,S2,Grocery,148,33.45,24.54,15,1,0,437,32.21,10.9,0,39,9
2022-09-26,P103,S3,Grocery,92,33.91,25.06,5,1,0,310,34.83,30.7,0,39,9
2022-09-26,P104,S1,Fashion,110,29.21,18.03,0,0,1,416,27.29,34.9,0,39,9
2022-09-26,P104,S2,Fashion,72,58.35,41.65,0,0,0,414,55.11,16.4,0,39,9
2022-09-26,P104,S3,Fashion,50,63.92,39.78,10,1,0,80,61.77,38.5,0,39,9
2022-09-26,P105,S1,Fashion,63,40.2,24.2,10,1,0,450,44.17,32.0,0,39,9
2022-09-26,P105,S2,Fashion,85,42.67,32.04,0,0,0,211,43.68,21.7,0,39,9
2022-09-26,P105,S3,Fashion,74,42.48,25.58,10,1,1,393,44.09,27.2,0,39,9
2022-09-27,P101,S1,Electronics,58,72.19,49.56,15,1,0,475,73.97,15.3,1,39,9
2022-09-27,P101,S2,Electronics,160,43.86,27.49,5,1,0,55,45.82,18.1,1,39,9
2022-09-27,P101,S3,Electronics,26,79.99,62.47,15,1,0,487,85.53,27.9,1,39,9
2022-09-27,P102,S1,Electronics,24,23.34,15.38,5,1,0,442,24.57,31.7,1,39,9
2022-09-27,P102,S2,Electronics,116,36.96,28.91,15,1,0,220,35.79,30.6,1,39,9
2022-09-27,P102,S3,Electronics,31,45.81,35.81,15,1,0,239,48.25,32.5,1,39,9
2022-09-27,P103,S1,Grocery,52,94.3,69.1,20,1,0,87,95.86,20.4,1,39,9
2022-09-27,P103,S2,Grocery,60,20.43,15.8,10,1,0,55,20.01,36.4,1,39,9
2022-09-27,P103,S3,Grocery,39,69.6,50.07,15,1,0,129,68.54,23.6,1,39,9
2022-09-27,P104,S1,Fashion,47,60.69,39.16,15,1,0,166,63.0,23.7,1,39,9
2022-09-27,P104,S2,Fashion,148,45.4,34.84,10,1,0,252,47.07,23.6,1,39,9
2022-09-27,P104,S3,Fashion,137,89.58,65.71,5,1,0,103,81.08,16.5,1,39,9
2022-09-27,P105,S1,Fashion,49,72.02,55.38,0,0,1,242,75.89,19.9,1,39,9
2022-09-27,P105,S2,Fashion,133,98.06,69.51,10,1,0,282,107.28,13.9,1,39,9
2022-09-27,P105,S3,Fashion,112,78.43,50.4,0,0,0,100,82.28,31.1,1,39,9
2022-09-28,P101,S1,Electronics,135,65.58,43.12,5,1,0,121,62.05,25.4,2,39,9
2022-09-28,P101,S2,Electronics,144,42.18,27.73,15,1,0,449,46.01,16.8,2,39,9
2022-09-28,P101,S3,Electronics,96,39.93,26.85,5,1,0,223,38.06,16.6,2,39,9
2022-09-28,P102,S1,Electronics,119,25.24,19.93,10,1,0,457,23.56,36.0,2,39,9
2022-09-28,P102,S2,Electronics,150,45.31,36.11,20,1,0,476,44.15,33.8,2,39,9
2022-09-28,P102,S3,Electronics,51,74.36,46.9,20,1,0,349,68.77,18.6,2,39,9
2022-09-28,P103,S1,Grocery,60,88.29,68.72,20,1,0,435,91.99,25.5,2,39,9
2022-09-28,P103,S2,Grocery,58,66.4,51.66,0,0,0,335,67.08,38.5,2,39,9
2022-09-28,P103,S3,Grocery,63,82.2,63.98,15,1,0,319,74.97,30.5,2,39,9
2022-09-28,P104,S1,Fashion,111,73.27,51.08,5,1,0,483,76.19,11.9,2,39,9
2022-09-28,P104,S2,Fashion,69,69.76,44.81,15,1,0,76,69.2,32.9,2,39,9
2022-09-28,P104,S3,Fashion,105,49.26,36.59,10,1,0,133,46.49,18.7,2,39,9
2022-09-28,P105,S1,Fashion,53,29.57,22.35,5,1,0,199,31.71,27.7,2,39,9
2022-09-28,P105,S2,Fashion,75,88.21,59.61,5,1,0,66,80.48,19.2,2,39,9
2022-09-28,P105,S3,Fashion,61,62.64,38.13,5,1,0,404,64.93,13.0,2,39,9
2022-09-29,P101,S1,Electronics,43,25.02,18.96,20,1,0,320,24.54,35.7,3,39,9
2022-09-29,P101,S2,Electronics,89,47.09,28.37,15,1,1,133,46.36,12.9,3,39,9
2022-09-29,P101,S3,Electronics,70,45.5,27.92,10,1,0,454,42.83,10.6,3,39,9
2022-09-29,P102,S1,Electronics,30,25.76,20.47,20,1,0,243,27.14,21.3,3,39,9
2022-09-29,P102,S2,Electronics,110,61.34,46.91,0,0,0,189,64.68,21.3,3,39,9
2022-09-29,P102,S3,Electronics,37,46.62,30.64,10,1,0,311,50.48,14.1,3,39,9
2022-09-29,P103,S1,Grocery,131,58.46,45.21,5,1,0,293,58.25,26.6,3,39,9
2022-09-29,P103,S2,Grocery,27,34.63,23.53,10,1,0,315,37.15,25.8,3,39,9
